text;class
Lecz ten poemat będzie narodowy,;metal
Poetów wszystkich mi uczyni braćmi,;metal
Wszystkich - oprócz tych tylko - których zaćmi.;metal
Lecz do powieści. - Więc na progu stała;metal
Panna Aniela, prosta, dumna, czysta,;metal
Dla zalotników zwyczajnych jak skała,;metal
Z czego kochanek wybrany korzysta.;metal
Albowiem nigdy nie kokietowała;metal
Dlatego tylko, aby mieć ze trzysta;metal
Kornych kochanków pod wachlarza trzonkiem,;metal
Z których by żaden nie chciał być małżonkiem.;metal
Za oczkiem jakiéj Marysi lub Wandy,;metal
Która im różne rozdaje przydomki,;metal
A wiosną listkiem cyprysu, lewandy;metal
Z nimi w zielone gra lub wiąże słomki,;metal
Lub wędkę rzuca w te rybek girlandy,;metal
Które za każdém wody pluskiem płyną,;metal
Skosztują - haczek obaczą - i miną.;metal
Przy jednéj pannie gimnazja, licea;metal
Ta miała często rączęta niebiałe,;metal
A złość tak wielką w sercu jak Medea,;metal
A zaś korzyści z tych miłości małe;metal
I małe bardzo na późniéj trofea.;metal
Żadna nie weszła stąd w małżeński związek.;metal
A stąd przestroga, że takie zbiorowe;metal
Miłoście nic są w miłości niewarte;metal
Że lepiéj serce zawrócić niż głowę,;metal
Serca w miłości bowiem są uparte,;metal
Choć głowy stokroć bardziéj romansowe;metal
I stokroć bardziéj ogniście zażarte,;metal
I często widząc, że na świecie źle tym,;metal
Z rozpaczy kończą tak jak Werter w Götym.;metal
Więc z drugiéj strony w tym jest kompensacja;metal
Dla tych, co dzisiaj są starymi panny,;metal
Gdy na rozstajnéj drodze jaka stacja;metal
I kamień, i trup w białą czaszkę ranny;metal
Świadczą - że każda z nich, jako akacja;metal
Okryta słodkim kwiatem w czas poranny,;metal
Brzęczała wkoło pszczół zalotnych wieńcem;metal
I ma kochanka w piekle - potępieńcem.;metal
Takim sposobem wnet jest heroiną;metal
Już jéj nie nazwie nikt w pieśni dziewczyną,;metal
Lecz musi nazwać posępnie dziewicą,;metal
A kochanek jéj, jak Fingal lub Ryno,;metal
W chmurach skłębionych igra z błyskawicą;metal
I śpiewa wichrom piekielny tryjolet,;metal
Mając łzy w oczach - a w ręku pistolet.;metal
Ale to nie był los panny Anieli.;metal
Chociaż tak piękna jak żadna śmiertelna,;metal
Zbliżyć się ludzie i kochać nie śmieli.;metal
Została dumna i nieskazitelna,;metal
Chodziła jako łabędź lub anieli,;metal
Kołysząc się na giętkiéj stopie - strzelna;metal
Nie była swymi zrennicami - zgoła! -;metal
Lecz oczy czarne jéj - paliły czoła.;metal
Włosy jéj długie, krucze, w róg zwinięte,;metal
Ciężyły głowie swą jedwabną wagą.;metal
Ta sama głowa miała kształty święte;metal
I uświęcone snycerską powagą,;metal
Smukłe, ku plecom w okrągłość ściągnięte -;metal
Ktokolwiek widział marmurową nagą;metal
Florencką Wenus, nie weźmie za fraszki;metal
Tego, co mówię tu o formie czaszki -;metal
Jak owe jaje, w którym kiedyś Leda;metal
Powiła syna bogu-łabędziowi;metal
Jak? - dzisiaj się to wytłumaczyć nie da;metal
Przez żaden nowszy cud katolikowi;metal
A gdym tłumaczył, to panna Prakseda;metal
Święta - aniołek jezuicki, wdowi -;metal
Jak na kazaniu siedziała sanskryckim,;metal
A potém dała mi w sam łeb - Witwickim.;metal
Więc dziękowałem Bogu, że spod prasy;metal
Nie wyszło jeszcze sześć psalmów Bojana,;metal
Bobym te wszystkie katolickie kwasy;metal
Miał na łbie, wszystkie sześć - bo ta kochana;metal
Panna Prakseda, gdy chodzi w zapasy;metal
I chce traktować kogo jak szatana,;metal
Co ma pod ręką katolickich wieszczy,;metal
Rzuca na głowę i bije, i wrzeszczy.;metal
Podziękowawszy więc Bogu, że tylko;metal
Dostałem Złotym Ołtarzykiem, który;metal
Każdą klamerką mię ukłuł jak szpilką;metal
Na niedźwiadkowe się bowiem pazury;metal
Zamyka - (Czymże jest ból? Jedną chwilką! -;metal
Jak mówią w Dziadach Mickiewicza chóry) -;metal
Podziękowawszy za chwilki chwilowość,;metal
Wpadam w opisy znów i w romansowość.;metal
Aniela miała cudowną postawę,;metal
W noszeniu głowy cudną lekkość - włosy;metal
A l'antique - barwy troszeczka bladawe,;metal
Oczy skier pełne, teraz pełne rosy,;metal
Smutne i twarzy kochanka ciekawe,;metal
I pytające się o własne losy.;metal
Jéj ręka piękna, maleńka i biała;metal
Za szorstką, silną biorąc rękę - drżała.;metal
"Ty wyjeżdżałeś! tyś mi nie powiedział!;metal
Ale me serce jest miłośnym szpiegiem.;metal
Nie mów mi, że jest między nami przedział;metal
Fortuny. - Jestem nad przepaści brzegiem.;metal
Usiądź - opowiem - wszystko będziesz wiedział!;metal
Nie strasz się tylko trudności szeregiem,;metal
Nie strasz się! jesteś ludziom w poniewierce...;metal
Lecz ja cię kocham jedna - ja mam serce.;metal
"Straciłeś cały majątek? - i cóż mi;metal
Majątek? ludzi sąd? - ja kocham ciebie!;metal
Ja twego serca chcę - a nie twych dusz mi;metal
Potrzeba - pójdę o żebranym chlebie.;metal
Nie odpowiadaj mi na to, nie krusz mi;metal
Serca - mój los już zapisany w niebie!;metal
Ja kocham ciebie! w twoim sercu żyję,;metal
Kto nas rozdzielić chce - ten mię zabije!;metal
"Dzisiaj przyjechał Dzieduszycki z drogi,;metal
Znów się oświadczył i o moją rękę;metal
Prosił. - Mój ojciec stał się dla mnie srogi;metal
I guwernantka jak na moją mękę;metal
Za ojcem trzyma. I ludzie, i bogi;metal
Przeciwko nam są - i wuja Sosenkę;metal
Przekabacili już na swoją stronę.;metal
Płakałam - patrzaj - oczy mam czerwone.;metal
"A tu, jak na złość! dla Dzieduszyckiego;metal
Był bal. - Czy widzisz, jak jestem ubrana?;metal
Musiałam ubrać się dla ojca mego;metal
W ten księżyc - lecz ja dla mojego pana,;metal
Dla ciebie tylko! dla ciebie samego;metal
Ubrałam się tak w kwiaty - po kolana.;metal
Prawda, że dobrze mi tak bez zawoja? -;metal
Ja nie ubrałam się dla nich - ja twoja!;metal
"Lecz ty wyjeżdżał? gdzie? O! ty niewierny!;metal
Gdyby nie Diwa, byłbyś już daleko.;metal
Gdzieżeś ty jechał? - gdy mię ból nieźmierny;metal
Dręczy - kiedy mię przed ołtarze wleką,;metal
Gdy nie zostanie nic, jak się w cysterny;metal
Tyś mię opuszczał w chwilę tak okrutną!;metal
Ja przebaczyłam już - ale mi smutno.;metal
"Czy ty nie ufasz, że ja zdołam jedna;metal
Oprzeć się, zostać twoją? - ja niepłocha!;metal
Ty nie wiesz, co to jest kobieta biedna,;metal
Kiedy ją dręczą, kiedy mocno kocha -;metal
Zgubi się, potem u wszystkich wyjedna;metal
Łzy nad swym sercem zgubionym i trocha;metal
Kwiatów i więcéj też żadnéj nie trzeba...;metal
Cóż to? - Nie mówisz nic do mnie? O nieba!;metal
"Myślałam, że ty mi dodasz nadziei" -;metal
Tu wypuściła z rąk rękę kochanka -;metal
"Myślałam, że ty w téj smutnéj kolei" -;metal
Tu blisko, szczęściem, stała z wodą szklanka,;metal
Wzięła ją... drżące w szkło usteczka klei,;metal
Ząbki o kryształ dzwonią jak kraszanka,;metal
Kiedy się z drugą spotka w dziecka dłoni.;metal
"Myślałam..." - Głos jéj o jedną oktawę;metal
Zniżył się i pękł jak pęknięcie struny. -;metal
Boleść złamała jéj giętką postawę,;metal
Myślałbyś, że się chyliła do truny,;metal
Tak nawet małe usteczka jaskrawe;metal
Zbladły uczuwszy gorzkich łez piołuny.;metal
Padła na krzesło i przez łzawe deszcze;metal
Beniowski już był na kolanach w dłonie;metal
Wziął drżącą rączkę Anieli... Tu proszę;metal
Włożyć mi wieniec Petrarki na skronie,;metal
Bo na tym pieśń zakończę i ogłoszę;metal
Po dawnych wieszczów umarłych koronie;metal
Czas bezkrólewia pobuntuję kosze,;metal
Krytyków kupię z Grabowskim prymasem,;metal
Reszta owczarzy moja. - A tymczasem;metal
Jako pretendent na własne poparcie;metal
Utworzę całe wojsko w drugiéj pieśni.;metal
Wyjdę z dzisiéjszéj estetycznéj cieśni;metal
I skrzydeł mojéj muzy rozpostarcie;metal
Tęczowym blaskiem was oślepi wcześniéj,;metal
Niż miałem zamiar. Suszę tylko głowę,;metal
Jak w rzecz wprowadzić rzeczy nadzmysłowe.;metal
Nie podobało się już w Balladynie,;metal
Że mój maleńki Skierka w bańce z mydła;metal
Cicho po rzece kryształowéj płynie,;metal
Że bańka się od gazowego skrzydła;metal
Babki-konika rozbija i ginie,;metal
Że w grobie leżąc Alina nie zbrzydła,;metal
Lecz piękna z dzbankiem na głowie martwica;metal
Jest jak duch z woni malin i z księżyca.;metal
Nie podobało się, że Grabiec spity;metal
Jest wierzbą, że się Balladyna krwawi,;metal
Że w całéj sztuce tylko nie zabity;metal
Sufler i Młoda Polska, co się bawi;metal
Jak każdy głupiec, plwając na sufity;metal
Lub w studnię... która po sobie zostawi;metal
Tyle co bańka mydlana rozwalin,;metal
A pewnie nie woń mirry - ani malin...;metal
O Boże! gdyby przez metampsykozę;metal
W Kozaka ciało wleźć albo w Mazura;metal
I ujrzeć, jaką popełniłem zgrozę;metal
Pisząc - na przykład - Anhellego. Chmura;metal
Gwiazd, białych duchów, które lgną na łozę;metal
A taka mleczna i niewarta wzmianki -;metal
Jak kwiat posłany dla pierwszéj kochanki.;metal
Pewnie bym takich nie napisał bredni,;metal
Gdybym był zwiedził Sybir sam, realnij,;metal
Gdyby mi braknął gorzki chleb powszedni,;metal
Troską i solą z łez gorących - biedni!;metal
Tam nędzni - dla nas posępni, nadskalni,;metal
Podobni bogom rozkutym z łańcuchów,;metal
W powietrzu szarym, mglistym, pełnym duchów...;metal
Pewnie bym... - Lecz ta spowiedź jest za długa,;metal
Dygresje - nudzą więc, mój czytelniku,;metal
Spróbuj, czy ci się pieśń podoba druga,;metal
Gdzie więcéj nieco będzie gwaru, krzyku,;metal
Kościół i wielka słoneczna framuga,;metal
I na tęczowym Duch Święty promyku;metal
Także cokolwiek szlachty. - Powieść taka;metal
Jak dawny, długi, lity pas Polaka.;metal
Widzi więcej niż my;metal
Chce zbawić świat;metal
Nie wierzy w to nikt;metal
Jest więc sam...;metal
Chociaż stoi wśród nas;metal
Zobaczył świat - wokół krew!;metal
Usłyszał głos - pełen łez!;metal
Zrozumiał sens prostych słów!;metal
Czas zacząć iść drogą swą;metal
Nieznany kraj, nieznany ląd;metal
W oparach fal... gorza-Łyk;metal
Gorza-Łyk, kt-ry pijesz w samotności...;metal
Gorza-Łyk, kt-ry pijesz sam...;metal
Gorza-Łyk, kt-ry pijesz w samotności...;metal
Chociaż stoisz wśród nas...;metal
W cichym podziwie ślepców dopełnia się czas...;metal
Zobaczysz świat - wokół krew!;metal
Usłyszysz głos - pełen łez!;metal
Zrozumiesz sens prostych słów...;metal
Jak... SPIEPRZYŁEŚ!!!;metal
Czas zacząć iść drogą swą!;metal
Nieznany kraj, nieznany ląd!;metal
W oparach fal... gorza-Łyk....;metal
Gorza-Łyk, który pijesz w samotności...;metal
Gorza-Łyk, który pijesz sam...;metal
Gorza-Łyk, który pijesz w samotności...;metal
Zobaczysz świat - wokół krew...;metal
Usłyszysz głos - pełen łez...;metal
Zrozumiesz sens prostych słów...;metal
Jak... MORDERSTWO!!!;metal
I ruszysz znów drogą swą!;metal
W oddali las krwawych rąk!;metal
W oparach fal... gorza-łyk...;metal
Gorza-Łyk, który pijesz w samotności...;metal
Gorza-Łyk, który pijesz sam...;metal
...jesteś SAM!!!;metal
W miliardy snów zatapiam ciało;metal
Przeklęty chór upiorów budzi lęk;metal
Od roku nawiedza dom;metal
Miliardy kłów masz wściekła;metal
Zębami chcesz wyciłć;metal
Stalowe mury i moc;metal
Tej nocy dostałaś się;metal
Wiec masz, masz wampirze;metal
Pogańska chuć, szał;metal
Wiruje serce, ciało;metal
Szum świata milknie, wiem;metal
.. Zapewne biorę kurs na mars;metal
Tej nocy dostałaś się;metal
Wiec masz, masz wampirze;metal
Jestem niebezpieczny;metal
Kto z was powstrzyma mnie?;metal
Ciągle tutaj, każdego dnia mijacie mnie;metal
Cały czas tuż obok - Kto pomoże mi?;metal
Żądny, żądny krwi, niełatwo jest z tym żyć;metal
Chcecie zabrać każdą moją część na kawałki;metal
Rozdzieracie mnie, nie, nie mam sił;metal
Chcę dalej trwać, tylko jak?;metal
Jak to POWSTRZYMASZ?;metal
Jestem niewidoczny;metal
Zwiastunem nieszczęść jestem ja!;metal
Ciągle sam tkwię wśród pustych ścian;metal
Nie, nie jestem zły lecz nie ukryje już;metal
Rozczarowania słów, rozgoryczenia ból;metal
Wypełnia mnie smutek i żal;metal
Chcę poznać życia smak;metal
W kordonie idą, orkiestra gra;metal
Wielka uroczystość - Gwiazdą jestem ja!;metal
Jak to POWSTRZYMASZ?;metal
Moje ostatnie tchnienie;metal
Płoną świece nad mym grobem;metal
Płacze niebo, muszę odejść;metal
Moje ostatnie tchnienie;metal
Gdzie znajdziesz mnie?;metal
Zaprawdę powiadam wam, to;metal
Moje ostatnie tchnienie!;metal
Remove these bonds!;metal
You incinerate existence;metal
Into the ashes, into dust;metal
You put your teeth so deeply;metal
I almost feel I cannot live;metal
Inhaling this berserkly;metal
New chapter I'm starting today;metal
And when the mist will leave;metal
Shadows unveil me;metal
I don't want to see your tears;metal
Just stay where you are!;metal
This is your funeral;metal
No roses lying on the grave;metal
No trumpets filling the air;metal
No chanting angel choir;metal
Verily I say to you;metal
Senselessly you do act;metal
And this few outcried words;metal
Have no real worth!;metal
I don't want to see your tears;metal
Just stay where you are!;metal
Nie żałuje niczego co w życiu zrobiłem;metal
Chociaż zaliczyłem w nim kilka pomyłek;metal
Kilka? Jakie kilka kurwa mać;metal
Życie to test, którego nie potrafię zdać;metal
Ale nie będę ściągał, bo nic nie osiągnę;metal
Pnę się po ścieżce pokrytej lodem;metal
Pode mną szumi morze, może do niego spadnę;metal
Doświadczenie najlepiej zdobywa się na dnie;metal
Nauka na błędach, coś o tym wiem;metal
Potrafię wyciągać wnioski choć jestem leń;metal
Po każdym upadku umiem znaleźć sobie sile;metal
By zbudować tratwę na morzu pomyłek;metal
Potem wysiadam z niej u stop wielkiej góry;metal
Tak wielkiej ze szczyt pokrywają chmury;metal
Zakładam raki, by nie iść w tył;metal
I znowu się pnę po drodze na szczyt;metal
Niczego nie żałuję, nie mów, że to głupie;metal
To nie chodzi o to, że mam wszystko w dupie;metal
Mam świadomość swoich błędów;metal
Nie patrzę w tył tylko na to co przede mną;metal
Nie żałuje niczego choć czasem czuje gorycz;metal
Gdy patrzę w tył wymyślam co mogłem zrobić;metal
Cóż... Wzruszam ramionami;metal
Kształtuje tylko teraz w tył nie cofnę się za nic;metal
Mam teraźniejszość przed oczami;metal
Tylko ją  mogę tworzyć, nie cofnę się za nic;metal
Gdybym miał machinę czasu, tak miedzy nami;metal
Chciałbym stanąć oko w oko dinozaurami;metal
Poznać greckich filozofów, zobaczyć Jezusa;metal
Ale wiesz? W moim życiu bym nic nie ruszał;metal
To krucha konstrukcja, ale z dobrym fundamentem;metal
Dodaje błąd za błędem i zalewam cementem;metal
Z tego co było wyciągam tylko wnioski;metal
Każda porażka tylko mnie wzmocni;metal
Przyszłość? To następna kartka;metal
Żart wiadomo nikt nie jest idealny;metal
Pomaga nam to sporo – każe myśleć jarzysz?;metal
Żałowanie nie daje nic spróbuj wykorzystać to;metal
Że jesteś taki słaby dziś by jutro być silny ziom;metal
Tak radzili mi mądrzejsi ode mnie i;metal
Zgadnij co mieli racje dziś czuje się lepszy;metal
Jeżeli kiedyś do czegoś się posunąłem;metal
Dopiero z czasem mnie to w duchu mogło zaboleć;metal
Gdyby nie te zmiany to nie nagrałbym dystansu;metal
Nie robiłbym już rapu i nie wychodził już na dwór;metal
Mam już swoje plany chcę zarabiać wuchtę hajsu;metal
Na bzdury nie mam czasu ty też niczego nie żałuj;metal
Wśród tylu twoich mądrych słów;metal
Przez lata pogubiłam się;metal
Dziś niby ta, lecz nie ta sama już;metal
Dłonie zaciskam w pięść;metal
Na sercu mym widniała blizna;metal
Dzisiaj to tylko jak koszmarny sen;metal
Nie tamta już, lecz całkiem inna;metal
Do siebie uśmiecham się;metal
Dzisiaj sama z sobą pogodzona;metal
Wiem (wiem) czego chcę, (chcę);metal
Teraz na kolanach odpowiadasz za swój grzech;metal
Dzisiaj sama z sobą pogodzona;metal
W kalekich myślach próżno szukać;metal
Pokory której tak ci brak;metal
Ty będziesz tam, ja będę tutaj;metal
Czy warto było?, odpowiedz sam;metal
Dzisiaj sama z sobą pogodzona;metal
Wiem (wiem) czego chcę (chcę);metal
Teraz na kolanach odpowiadasz za swój grzech;metal
Dzisiaj sama z sobą pogodzona;metal
Dzisiaj sama z sobą pogodzona;metal
Wiem (wiem) czego chcę (chcę);metal
Teraz na kolanach odpowiadasz za swój grzech;metal
Dzisiaj sama z sobą pogodzona;metal
Pośród zgiełku i chaosu;metal
Między życiem a śmiercią;metal
Ciemność przysłania mą drogę;metal
Muszę wyjść, uciec, zatrzymać ten sen!;metal
Niechaj stanie się dzień;metal
I uwolni serce me;metal
Aby znowu zaśpiewać pieśń;metal
Bracia klnijmy się i świętujmy;metal
Niechaj stanie się dzień!;metal
Którego znakiem będzie słońce;metal
Jednym gardłem, które woła o pomstę!;metal
Bracia wznieśmy ręce w górę;metal
Tam gdzie zenitu kres;metal
W prośbie dla starych Bogów;metal
O radość, siłę i godną śmierć;metal
Niechaj stanie się dzień;metal
I uwolni serce me;metal
Aby znowu zaśpiewać pieśń;metal
Bracia klnijmy się i świętujmy;metal
Radogost! niechaj stanie się dzień!;metal
Często jest tak że nie;metal
A potem coraz częściej jest tak że nie;metal
A potem zwykle jest tak że nie;metal
I potem zostaje już samo nie;metal
Niepowodzenie za niepowodzeniem;metal
Ale posłuchaj co się stanie;metal
Jeśli to niepowodzenie będzie powtarzane;metal
Co chcesz słyszeć?;metal
To teraz posłuchaj sam;metal
Wsłuchaj się sam;metal
W nieWolności czas...;metal
Porządzimy w pięknym stylu;metal
BOŻE!!! Jest nas TYLU...;metal
Czas uklęknąć czas;metal
BezLitoŚciSKacieMój....;metal
ROZWIJAJ SZNURA ZWÓJ;metal
WOLNOŚĆ... i na nas czas;metal
WIARA poniesie nas a...;metal
WŁADZA... za plecami...;metal
JUŻ TAŃCZY Z POCHODNIAMI!;metal
NIENAWIŚĆ dopadnie cię, bo....;metal
Władza widzi was...;metal
W ten rozliczeń czas;metal
BezLitoŚcisKatZetnie...;metal
GDY PALEC WSKAŻE CIĘ;metal
WOLNOŚCiemnościCzas;metal
WIARA poniesie nas a...;metal
WŁADZA... za plecami...;metal
JUŻ TAŃCZY Z POCHODNIAMI!;metal
KASA ma zgadzać się!;metal
Tak WŁADZA tańczy z nami...;metal
Z szyderczyMiNami...;metal
Zaśnij już.... wystraszone oczy zmruż...;metal
Na twych oczach zabrać mnie;metal
Potem także wezmą Cię;metal
Sztandary łopoczą...;metal
Kolby załomoczą w nasze drzwi;metal
Żeby zabrać Ciebie mi...;metal
Na sztandarach niosą CIĘ!;metal
Władzy namiestnicy....;metal
Chorzy fanatycy...;metal
Wierz lub nie...;metal
Wkrótce pożegnają Cię...;metal
Władza szydzi z nas!;metal
W nasz OFIARNY czas...;metal
Honor... Bóg... Ojczyzna... Męka...;metal
WSZYSTKO w WASZYCH rękach...;metal
BezLitoŚciskaNaSStrach...;metal
BO PALEC WSKAZAŁ PIACH...;metal
WOLNOŚĆiNaNasCzas;metal
WIARA ponosi NAS a;metal
WŁADZA - wciąż krok za NAMI!;metal
WSKAZUJE CEL PALCAMI!;metal
NIE MA tam nadziei;metal
NIENAWIŚĆ rozpleni się...;metal
GDY PrawoLewiCentrownicy;metal
CHCĄ TRUPÓW NA ULICY!!;metal
WOLNOŚCiemnościCzas;metal
WIARA zawiodła nas...;metal
BO WŁADZA.... knuje nad nami;metal
NIE MA tam litości...;metal
NieCiemnyLudNaBierzeSię;metal
Sześć stóp nad nami...;metal
ZATAŃCZY Z POCHODNIAMI...;metal
HONOR... BÓG... OJCZYZNA... WIARA...;metal
ŻĄDZA was rozpala;metal
Ta zima kiedyś musi minąć;metal
Urośnie kilka drzew;metal
Niedojedzony chleb;metal
W ustach zdąży się rozpłynąć;metal
Rozgrzeje jeszcze krew;metal
Zimny poniedziałek;metal
Gorącą stanie się niedzielą;metal
To co nie pozmywane;metal
Nieśmiały dotąd głos;metal
Odezwie się jak dzwon w kościele;metal
A tego czego mało;metal
Nie będzie wcale mniej...;metal
Choć mało rozumiem;metal
A dzwony fałszywe;metal
Jeszcze wszystko będzie możliwe;metal
Nim stanie się tak;metal
Jak gdyby nigdy nic nie było;metal
Nim stanie się tak;metal
Jak gdyby nigdy nic;metal
Mój plan jest nadzwyczajny;metal
Mój plan głowy wzniesie ponad mur;metal
Mój plan zada cios nieobliczlny;metal
By codzienności złamać bicz;metal
Mój plan jest dla sfory dzieci;metal
Dla których żyć to jeszcze nic;metal
Mój plan, to z życia ram wyłamać;metal
Realności dzienny kicz;metal
A w nocy Szatana przyjąć dłoń;metal
Łykanie codzień łez w tańcu;metal
Pragnienie wzmaga chory głód;metal
Za dnia jak dziki pies w kagańcu;metal
A w nocy jak piekielna dzicz;metal
Mój plan bez małp, bez clownów;metal
Bez tarczy, hełmu i bez lanc;metal
Mój plan to z życia ram wyłamać;metal
Realności dzienny kicz;metal
A w nocy Szatana przyjąć dłoń;metal
W piekielnym wirze przeżyć szał;metal
Wśród ognistych ciał;metal
Prędzej, prędzej;metal
Mój plan jest dla sfory dzieci;metal
Dla których żyć to jeszcze nic;metal
Mój plan dla niesfornych dzieci;metal
By choć przez chwilę sobą być;metal
A w nocy Szatana przyjąć dłoń;metal
W piekielnym wirze przeżyć szał;metal
Wśród ognistych ciał;metal
Prędzej, prędzej;metal
Bo dopadnie szary świt;metal
Prędzej, prędzej;metal
Bo dopadnie zwykły dzień;metal
Prędzej, prędzej!;metal
Boję się oddychać;metal
Widzę jak odpływasz;metal
Boję się patrzeć na;metal
Fale jej co niosą nas;metal
Boję się poruszać;metal
Ona wie chce ze mnie brać;metal
Boję się, odpływasz;metal
Oddajesz jej  co miałeś z nas;metal
Patrzy jak umieram za mgłą;metal
Patrzy jak umierasz;metal
Przyszła z Polski nowina;metal
Pani pana zabiła;metal
Pani pana zabiła;metal
W ogrodzie go złożyła;metal
Rutki tam posadziła;metal
Rutki tam posadziła;metal
Rośnij rutko wysoko, wysoko, wysoko;metal
Pod okienkiem hej, pod okienkiem głęboko;metal
Rutka okna sięgała;metal
Pani pana płakała;metal
Pani pana płakała;metal
Wyjrzyj dziewko w czarny las;metal
Czy nie jedzie kto do nas;metal
Czy nie jedzie kto do nas;metal
Jadą tutaj panowie, panowie, panowie;metal
Nieboszczyka hej, nieboszczyka bratowie;metal
Siadaj z nami na brykę;metal
Jedźmy w strony dalekie;metal
Pojechali za lasy;metal
I tam darli z niej pasy;metal
Przyjechali pod wrota;metal
Pytali się o brata;metal
Pytali się o brata;metal
My z wojenki jedziemy;metal
O bracie nic nie wiemy;metal
O bracie nic nie wiemy;metal
Na wojenkę hej, na wojenkę jechać miał;metal
A cóż tutaj tyle krwie;metal
Na skrzewiczku na nozie;metal
Na skrzewiczku na nozie;metal
Cóż to za krew na sieni;metal
Na chusteczce w kieszeni;metal
Na chusteczce w kieszeni;metal
Dziewka kury rzezała, rzezała, rzezała;metal
Krewka ją hej, krewka ją popraskała;metal
Siadaj z nami na brykę;metal
Jedźmy w strony dalekie;metal
Jedźmy w strony dalekie;metal
Pojechali za lasy;metal
I tam darli z niej pasy;metal
I tam darli z niej pasy;metal
Siadaj z nami na brykę;metal
Jedźmy w strony dalekie;metal
Jedźmy w strony dalekie;metal
Pojechali za lasy;metal
I tam darli z niej pasy;metal
I tam darli z niej pasy;metal
Nawet jeden mały Gest;metal
Jeden dotyk Nieba;metal
Żeby znaleźć w każdym z Nas;metal
Jeden wspólny wielki Raj, który da nam skrzydła;metal
I pozwoli dotknąć gwiazd;metal
To dla Takich chwil - całe życie wędrówką;metal
To dla Takich chwil - całe życie w szaleństwie;metal
Oto mam moje Małe Niebo;metal
Oto mam moje Małe Piekło;metal
Oto mam moją Wielką Ziemię;metal
Oto mam moje Małe Niebo;metal
Oto mam moje Małe Piekło;metal
Oto mam moją Własną Ziemię;metal
Dlaczego spadam?;metal
Jeden świt... żeby wznieść się ponad mrok...;metal
Śpij Aniele mój...;metal
Może sen uchroni Cię przed moim złem...;metal
Oto mam moje Małe Niebo;metal
Oto mam moje Małe Piekło;metal
Oto mam moją Wielką Ziemię;metal
Oto mam moje Małe Niebo;metal
Oto mam moje Małe Piekło;metal
Oto mam moją Własną Ziemię;metal
Dlaczego spadam?;metal
Jeden Mały Wielki Świat;metal
Dziwny świat w szaleństwie;metal
Oszukując rajem... niespełnionych marzeń;metal
Tutaj dzień po dniu;metal
Gaśnie To, co sprawia, że przemija ból;metal
Mam potwory w głowie a nie pod łóżkiem;metal
Dają o sobie znać najbardziej gdy usnę;metal
Odstawiam ludzi jak zabawki na półkę;metal
Ale tym będę martwił się później;metal
Mam potwory w głowie a nie pod łóżkiem;metal
Dają o sobie znać najbardziej gdy usnę;metal
Odstawiam ludzi jak zabawki na półkę;metal
Ale tym będę martwił się później;metal
Jestem kimś niewartym marnowania twojego czasu;metal
Jestem czymś niewartym marnowania twojego czasu;metal
Wypluwam toksyny, wypluwam toksyny;metal
Wypluwam toksyny, nie pomaga mi się tu czuć żywym;metal
Nie potrafię chyba złapać chwili;metal
W środku jestem coraz bardziej zgniły;metal
Póki co surowe bletki, bo nie mogę zostać trzeźwy;metal
Mam potwory w głowie a nie pod łóżkiem;metal
Dają o sobie znać najbardziej gdy usnę;metal
Odstawiam ludzi jak zabawki na półkę;metal
Ale tym będę martwił się później;metal
Mam potwory w głowie a nie pod łóżkiem;metal
Dają o sobie znać najbardziej gdy usnę;metal
Odstawiam ludzi jak zabawki na półkę;metal
Ale tym będę martwił się później;metal
Witaj na dnie twoich snów;metal
To sekretny jest szlak;metal
Tutaj czas pętli się;metal
Zegar bije kuranty na wspak;metal
Gdy gwiazd zgaśnie blask...;metal
... a ziemia rozstąpi się wypełznie strach;metal
... zamieni twój sen... w wierny cień;metal
Oto i drzwi, które wiodą do 100p pięknych pań;metal
Gdy pań pryśnie czar...;metal
... bo panie rozstąpią się - wypełznie PAN...;metal
Oprawi twój sen... w wierny cień;metal
Gdy w noc zmieni dzień...;metal
... a cieńgonicięgonicięgonicień...;metal
... oprawi twój sen... w wielką CZERŃ;metal
Wierny cień... w wielką czerń... wierną czerń...;metal
Jestem Strasznikiem tych miejsc...;metal
... w których tak pragniesz wciąż być...;metal
Jestem spełnieniem twych snów...;metal
... jestem TOBĄ...;metal
Ciemność dogania cię już...;metal
Jasność dogasa więc, cóż...;metal
Pozwól od teraz, że ja...;metal
... już będę... SOBĄ...;metal
Ten Lot Nad Kukułczym Gniazdem będzie wciąż trwać;metal
Jesteś wielkim mał(p)oludziem;metal
Oczywiste, że zapragniesz znów brać!;metal
Czas zatem na lot...;metal
Na lot przyszedł sobie czas...;metal
Zachłanności kolejny fan;metal
Nie zawiedź więc nas!;metal
Gdy czas skończy się...;metal
... a Ziemia rozstąpi się i jej NIE MA...;metal
Zamienię twój sen... w wierny cień;metal
Gdy gwiazd zgaśnie blask...;metal
... a niebo rozstąpi się, zatrzyma czas...;metal
Zamienię twój sen... w wierny... CIEŃ;metal
Wieczną czerń... w wierny cień...;metal
... W WIERNĄ CZERŃ;metal
Powstańcie synowie ognia;metal
I poznać uczucia płonącej nienawiści;metal
Czyste usta i czyste dłonie;metal
Jestem ogniem, więc płoń, więc płoń;metal
Jestem ogniem, więc płoń, więc płoń;metal
Jestem czysty-a wiele jest do zrobienia;metal
Nic nie cieszy tak jak owoc własnej pracy;metal
